,id,carat,cut,color,clarity,depth,table,x,y,z,price
1203,1203,0.72,Ideal,D,VS2,61.6,56.0,5.76,5.79,3.56,3246
3768,3768,0.7,Premium,H,VS2,62.8,62.0,5.66,5.58,3.52,2367
5357,5357,0.6,Premium,D,VS1,61.9,59.0,5.35,5.38,3.32,2147
3852,3852,1.23,Ideal,I,SI1,62.3,57.0,6.81,6.87,4.27,5771
1926,1926,1.13,Ideal,H,VS2,62.2,56.0,6.7,6.64,4.14,5093
3114,3114,1.09,Ideal,I,SI1,62.2,55.0,6.6,6.64,4.12,4586
2641,2641,0.9,Very Good,G,SI1,63.3,63.0,6.02,6.07,3.81,3593
7639,7639,1.02,Premium,F,VS2,62.7,60.0,6.45,6.4,4.03,6762
7360,7360,0.5,Good,E,SI1,56.9,65.0,5.18,5.22,3.0,1377
8182,8182,0.33,Ideal,G,VVS2,61.5,55.0,4.47,4.49,2.75,730
7610,7610,1.01,Premium,E,VS1,61.5,58.0,6.41,6.37,3.93,7983
2728,2728,1.0,Premium,H,SI2,62.9,58.0,6.44,6.39,4.03,3669
9598,9598,1.55,Ideal,F,SI1,61.6,57.0,7.42,7.47,4.58,11489
4985,4985,0.61,Ideal,D,VS2,61.2,56.0,5.51,5.56,3.38,2152
6846,6846,2.01,Premium,G,SI1,60.9,58.0,8.13,8.15,4.95,17515
7698,7698,0.71,Very Good,G,SI1,63.3,56.0,5.66,5.69,3.59,2506
4012,4012,1.26,Ideal,F,VS1,62.0,57.0,6.93,6.88,4.29,10693
2626,2626,0.31,Ideal,G,VS1,62.3,57.0,4.32,4.36,2.7,625
7238,7238,0.42,Ideal,F,VVS2,60.7,56.0,4.85,4.88,2.94,1223
8255,8255,0.55,Ideal,E,VS2,60.2,57.0,5.34,5.29,3.2,1609
9566,9566,0.5,Ideal,F,VVS1,61.4,56.0,5.15,5.17,3.17,2256
805,805,2.01,Very Good,H,SI2,61.0,60.0,8.09,8.13,4.94,11627
4634,4634,0.39,Ideal,E,VS2,59.4,62.0,4.8,4.77,2.85,852
5247,5247,0.71,Very Good,I,SI1,63.2,58.0,5.64,5.66,3.57,2141
5566,5566,0.41,Premium,J,VS2,59.4,59.0,4.84,4.81,2.87,830
5739,5739,0.44,Premium,G,VS1,61.3,59.0,4.88,4.93,3.0,990
5143,5143,0.51,Premium,F,SI1,58.0,60.0,5.3,5.22,3.04,1265
8265,8265,1.55,Ideal,H,VS1,61.8,56.0,7.45,7.42,4.59,12987
4459,4459,0.7,Very Good,G,VS1,62.6,56.0,5.69,5.67,3.55,2759
1242,1242,0.71,Premium,H,SI2,61.5,58.0,5.76,5.69,3.51,2027
6945,6945,1.03,Ideal,F,SI1,62.1,56.0,6.47,6.5,4.03,6562
5740,5740,0.37,Ideal,E,VS1,61.6,55.0,4.65,4.61,2.86,1124
5325,5325,0.56,Ideal,F,VVS2,61.8,57.0,5.28,5.27,3.26,2155
547,547,1.0,Premium,F,VS2,60.4,56.0,6.42,6.46,3.89,6138
3022,3022,1.2,Ideal,E,SI2,60.1,57.0,6.9,6.93,4.14,6552
5761,5761,1.61,Premium,D,SI2,62.6,56.0,7.52,7.43,4.68,11372
4031,4031,1.13,Ideal,E,VVS2,61.2,57.0,6.69,6.66,4.08,10003
26,26,0.71,Ideal,E,SI1,61.7,56.0,5.74,5.76,3.55,2404
4952,4952,0.32,Premium,D,VVS2,61.1,59.0,4.39,4.43,2.7,842
5152,5152,0.3,Ideal,F,VS1,62.0,55.0,4.31,4.34,2.68,652
2508,2508,0.75,Ideal,I,VS2,60.9,57.0,5.84,5.87,3.57,2522
1433,1433,0.53,Ideal,D,VS2,62.3,57.0,5.14,5.18,3.21,1956
2582,2582,0.51,Ideal,G,VVS1,62.0,55.0,5.16,5.2,3.2,1857
1302,1302,1.04,Ideal,G,VS2,61.2,57.0,6.55,6.53,4.0,6250
5812,5812,1.0,Good,G,SI2,63.6,58.0,6.27,6.31,3.99,3679
7349,7349,0.71,Ideal,E,SI2,61.5,55.0,5.74,5.78,3.53,2364
5281,5281,0.5,Very Good,E,VVS1,62.8,57.0,4.98,5.05,3.16,1978
6114,6114,1.03,Ideal,G,VS2,62.3,56.0,6.45,6.41,4.01,6448
1221,1221,0.77,Ideal,E,VS2,61.4,57.0,5.85,5.9,3.6,2827
7435,7435,0.36,Ideal,D,VVS2,61.8,54.0,4.61,4.58,2.85,1072
2548,2548,1.1,Very Good,G,VS2,60.0,59.0,6.75,6.84,4.06,6686
750,750,0.5,Premium,J,SI1,59.9,60.0,5.14,5.09,3.07,1091
437,437,0.55,Ideal,D,VS2,61.8,56.0,5.26,5.3,3.26,1704
4371,4371,0.31,Ideal,D,VS1,62.1,54.0,4.36,4.4,2.72,766
4448,4448,1.01,Premium,G,SI1,62.6,58.0,6.39,6.33,3.99,5006
2847,2847,0.43,Premium,D,SI1,60.6,60.0,4.83,4.85,2.94,774
1173,1173,0.31,Good,G,VS2,63.1,57.0,4.34,4.38,2.75,544
7495,7495,1.01,Premium,E,SI1,61.1,58.0,6.49,6.38,3.93,5911
2699,2699,1.51,Very Good,I,SI2,62.4,59.0,7.26,7.34,4.55,7422
9889,9889,0.41,Ideal,F,VS1,61.8,56.0,4.79,4.78,2.96,1076
9507,9507,1.5,Good,E,SI2,63.7,58.0,7.16,7.21,4.59,7711
6395,6395,0.56,Ideal,E,VS1,61.5,57.0,5.28,5.33,3.26,1975
2481,2481,0.58,Ideal,G,VVS2,62.5,55.0,5.33,5.38,3.35,2059
5456,5456,0.41,Ideal,D,SI1,62.0,55.0,4.76,4.79,2.96,791
8444,8444,0.32,Premium,D,SI1,62.6,58.0,4.41,4.37,2.75,756
2706,2706,0.9,Premium,F,SI2,59.0,61.0,6.2,6.16,3.63,3470
4661,4661,0.7,Good,F,SI2,63.9,57.0,5.6,5.63,3.59,1306
326,326,0.33,Ideal,E,VS2,62.0,55.0,4.42,4.39,2.73,928
1039,1039,0.49,Very Good,E,VVS2,63.2,56.0,4.97,5.0,3.15,2263
2637,2637,0.57,Ideal,G,SI1,62.2,54.0,5.33,5.29,3.3,1890
5022,5022,0.57,Ideal,E,VS2,62.1,56.0,5.34,5.32,3.31,1801
2499,2499,0.32,Ideal,D,VVS1,61.7,54.0,4.39,4.42,2.72,974
1004,1004,1.6,Premium,H,SI1,62.4,58.0,7.48,7.5,4.66,8698
2861,2861,0.24,Very Good,H,VVS1,60.9,57.0,4.06,4.09,2.48,504
3233,3233,1.06,Ideal,F,SI1,61.2,57.0,6.57,6.63,4.04,4759
1870,1870,1.01,Premium,F,SI2,60.3,60.0,6.48,6.45,3.9,4197
4245,4245,1.03,Ideal,F,SI1,61.0,57.0,6.49,6.52,3.97,4678
6927,6927,1.2,Ideal,G,SI1,62.3,57.0,6.76,6.81,4.23,6587
8385,8385,1.2,Ideal,G,VS2,62.7,57.0,6.73,6.77,4.23,6830
534,534,0.6,Ideal,H,VVS1,60.6,57.0,5.44,5.49,3.3,2536
9828,9828,0.7,Very Good,G,SI1,61.9,55.0,5.66,5.66,3.51,2155
7148,7148,1.05,Premium,H,SI1,61.1,60.0,6.57,6.53,4.01,5055
7365,7365,0.73,Ideal,I,VS2,61.1,57.0,5.78,5.84,3.55,2270
585,585,1.04,Premium,G,VS1,62.4,58.0,6.46,6.48,4.04,6366
9915,9915,0.59,Very Good,F,VS1,62.8,60.0,5.31,5.34,3.34,2062
3035,3035,0.41,Ideal,F,VS1,61.9,56.0,4.75,4.73,2.94,1076
4428,4428,0.31,Premium,H,VS1,63.0,58.0,4.35,4.33,2.73,698
4089,4089,1.01,Good,I,SI1,64.1,58.0,6.25,6.22,4.01,3749
1703,1703,1.13,Premium,G,SI2,60.9,59.0,6.72,6.68,4.09,5370
4295,4295,0.33,Premium,G,VS2,60.0,58.0,4.47,4.49,2.69,743
5719,5719,0.38,Very Good,J,VS1,62.7,58.0,4.59,4.64,2.89,810
491,491,1.5,Premium,D,SI2,62.1,59.0,7.33,7.3,4.54,8623
6899,6899,0.52,Very Good,G,VS1,62.9,57.0,5.11,5.13,3.22,1802
4353,4353,0.7,Very Good,H,SI1,61.1,60.0,5.72,5.75,3.51,2360
2836,2836,0.31,Ideal,G,IF,62.2,56.0,4.35,4.33,2.69,872
2266,2266,2.02,Good,J,SI1,60.1,61.0,8.17,8.28,4.92,12621
7718,7718,0.9,Premium,J,VS2,62.0,61.0,6.14,6.07,3.79,3249
9524,9524,1.02,Very Good,H,VS1,63.7,55.0,6.44,6.36,4.07,5055
8022,8022,0.31,Ideal,G,SI1,61.8,56.0,4.32,4.35,2.68,591
4707,4707,1.21,Premium,I,SI1,61.5,56.0,6.84,6.88,4.22,5166
9844,9844,0.32,Premium,H,VVS1,62.0,58.0,4.41,4.37,2.72,936
2900,2900,0.28,Very Good,F,VVS2,60.1,59.0,4.22,4.25,2.55,642
9619,9619,0.31,Ideal,J,VS1,61.5,59.0,4.39,4.36,2.69,451
2944,2944,1.54,Premium,G,SI1,61.7,59.0,7.39,7.36,4.56,11525
1916,1916,0.32,Ideal,G,VS2,61.6,57.0,4.4,4.43,2.72,561
3185,3185,0.31,Ideal,E,VS2,62.0,56.0,4.36,4.34,2.7,872
8627,8627,1.11,Ideal,H,SI2,61.9,54.0,6.62,6.68,4.11,5018
9582,9582,1.01,Ideal,I,SI1,62.5,55.0,6.36,6.41,3.99,4274
7255,7255,0.51,Very Good,I,SI2,61.8,58.0,5.1,5.12,3.15,863
4246,4246,0.9,Very Good,F,SI1,62.1,61.0,6.1,6.13,3.79,3760
8616,8616,1.09,Premium,H,SI1,60.5,59.0,6.66,6.61,4.02,4939
5146,5146,1.51,Ideal,J,VS2,62.5,56.0,7.33,7.29,4.57,7346
8566,8566,0.9,Fair,J,I1,60.2,59.0,6.15,6.1,3.72,2048
2518,2518,0.34,Ideal,E,VS1,61.1,56.0,4.51,4.53,2.76,739
397,397,1.04,Premium,I,VS1,61.6,59.0,6.5,6.54,4.01,5139
1317,1317,0.3,Ideal,H,VS2,62.5,56.0,4.26,4.29,2.68,491
4560,4560,0.32,Ideal,F,VS2,62.1,57.0,4.38,4.41,2.73,645
121,121,0.41,Ideal,G,VVS2,61.5,55.0,4.8,4.82,2.96,1077
2449,2449,1.2,Ideal,I,SI2,62.3,57.0,6.76,6.81,4.23,4698
8856,8856,0.32,Ideal,E,VS1,61.6,55.0,4.39,4.42,2.72,825
8108,8108,0.92,Good,F,SI1,63.8,56.0,6.14,6.2,3.94,3784
1566,1566,0.44,Ideal,D,VVS1,62.6,57.0,4.83,4.86,3.03,1395
1984,1984,0.31,Ideal,F,VS2,62.2,54.0,4.33,4.35,2.7,625
4333,4333,0.71,Good,F,SI1,63.8,56.0,5.63,5.69,3.6,2622
7910,7910,1.03,Very Good,F,SI2,63.3,59.0,6.41,6.37,4.04,4118
9287,9287,1.02,Very Good,E,SI2,62.6,56.0,6.4,6.46,4.02,5547
3918,3918,1.2,Premium,I,VS2,62.7,58.0,6.77,6.74,4.24,4791
2173,2173,1.22,Ideal,H,VS1,62.4,56.0,6.85,6.78,4.25,7633
3283,3283,0.44,Ideal,D,VS1,62.4,56.0,4.88,4.86,3.03,1239
8495,8495,0.43,Ideal,E,VS2,61.7,56.0,4.9,4.86,3.0,981
8585,8585,0.78,Very Good,F,VS1,61.5,56.0,5.94,5.89,3.64,3581
2333,2333,0.31,Ideal,E,SI2,61.7,57.0,4.33,4.35,2.68,464
573,573,1.18,Premium,G,VS1,62.4,60.0,6.73,6.77,4.2,8709
3660,3660,1.04,Premium,H,VS2,62.7,58.0,6.41,6.47,4.04,4838
9076,9076,0.32,Very Good,F,VS2,61.0,61.0,4.38,4.35,2.66,645
981,981,1.01,Premium,G,SI1,62.9,60.0,6.27,6.39,3.99,4739
9371,9371,1.0,Very Good,F,SI1,63.0,54.0,6.36,6.41,4.02,4469
1407,1407,0.42,Premium,F,VVS2,60.8,59.0,4.82,4.85,2.94,1232
535,535,1.51,Very Good,H,VS1,63.5,59.0,7.29,7.22,4.61,12100
4315,4315,0.3,Premium,I,SI1,61.0,60.0,4.33,4.37,2.65,434
4598,4598,0.7,Premium,F,SI1,62.9,59.0,5.62,5.65,3.55,2423
8725,8725,0.4,Premium,J,VS1,63.0,59.0,4.63,4.67,2.94,810
8759,8759,0.51,Ideal,G,SI1,61.7,56.0,5.17,5.11,3.17,1369
1434,1434,1.02,Ideal,E,SI2,62.3,55.0,6.44,6.41,4.0,3996
6994,6994,1.5,Premium,H,SI1,60.8,60.0,7.36,7.43,4.49,8538
2579,2579,1.02,Ideal,D,VVS2,61.1,56.0,6.49,6.44,3.95,12787
9404,9404,2.02,Very Good,F,SI2,61.7,56.0,8.12,8.16,5.02,17658
3269,3269,0.36,Very Good,I,VS2,63.3,54.0,4.54,4.51,2.86,648
9554,9554,0.78,Ideal,H,VS1,62.6,58.0,5.89,5.94,3.7,3066
3838,3838,1.21,Premium,H,SI1,59.0,59.0,7.02,6.96,4.13,5551
1867,1867,0.56,Ideal,F,VS2,61.6,57.0,5.32,5.35,3.27,1912
1454,1454,1.01,Very Good,D,SI1,62.8,58.0,6.34,6.39,3.99,4853
1786,1786,0.43,Ideal,F,VVS2,61.9,55.0,4.83,4.87,3.0,1263
9913,9913,0.36,Ideal,E,SI1,61.9,56.0,4.61,4.58,2.84,810
7095,7095,1.51,Premium,D,VS2,61.3,59.0,7.39,7.33,4.49,14867
2521,2521,0.3,Very Good,E,VS2,61.6,58.0,4.27,4.3,2.64,596
4439,4439,2.01,Very Good,I,SI1,63.4,57.0,7.92,7.87,5.05,13596
1820,1820,1.04,Very Good,H,VS2,62.6,56.0,6.45,6.48,4.05,5272
5615,5615,1.04,Ideal,J,SI2,60.9,57.0,6.58,6.56,4.0,4081
2929,2929,0.7,Ideal,I,VVS2,58.8,58.0,5.86,5.84,3.43,2551
51,51,0.31,Very Good,H,VS1,62.9,55.0,4.33,4.35,2.73,541
4726,4726,0.53,Ideal,G,VVS2,62.3,55.0,5.19,5.23,3.24,1778
5716,5716,0.31,Premium,H,IF,59.2,60.0,4.45,4.42,2.63,1046
5465,5465,1.18,Premium,F,SI1,61.3,58.0,6.79,6.77,4.16,5701
469,469,1.22,Very Good,H,SI2,61.1,60.0,6.85,6.91,4.21,5413
2629,2629,0.33,Ideal,E,VVS2,61.7,55.0,4.45,4.48,2.75,838
6513,6513,0.53,Ideal,F,VS1,62.2,57.0,5.19,5.23,3.24,1893
7467,7467,0.33,Premium,F,VS2,61.9,59.0,4.47,4.44,2.75,666
3945,3945,0.71,Ideal,E,VS1,61.6,56.0,5.74,5.77,3.55,2922
6204,6204,0.6,Ideal,D,VS1,60.3,57.0,5.44,5.49,3.3,2743
4262,4262,0.4,Ideal,G,VS1,61.7,54.0,4.76,4.81,2.95,817
1858,1858,2.03,Very Good,I,VS2,60.5,59.0,8.3,8.26,4.99,16389
9533,9533,1.01,Very Good,G,VS2,62.1,58.0,6.36,6.48,3.99,6022
865,865,1.5,Good,D,SI1,64.7,58.0,7.17,7.22,4.61,12152
6390,6390,1.0,Very Good,E,VS2,62.1,61.0,6.25,6.29,3.91,6424
7212,7212,0.32,Ideal,F,VS1,62.4,55.0,4.37,4.41,2.74,679
4921,4921,0.92,Very Good,E,SI1,61.9,58.0,6.25,6.3,3.88,4749
8101,8101,1.19,Premium,I,SI1,61.6,58.0,6.75,6.8,4.17,4914
4792,4792,0.93,Premium,F,SI1,62.8,59.0,6.24,6.19,3.9,4435
8855,8855,0.31,Ideal,F,SI2,61.2,56.0,4.35,4.38,2.67,396
6250,6250,0.32,Premium,H,VS2,61.3,58.0,4.38,4.42,2.7,505
5936,5936,0.3,Ideal,H,VVS1,61.8,55.0,4.32,4.34,2.68,800
425,425,1.5,Premium,G,SI2,60.9,62.0,7.32,7.39,4.48,8414
188,188,1.01,Premium,F,SI1,62.2,53.0,6.45,6.42,4.0,6038
5629,5629,0.31,Premium,D,SI1,61.2,58.0,4.37,4.34,2.67,732
4359,4359,1.01,Ideal,I,SI2,60.5,56.0,6.56,6.51,3.94,4032
228,228,0.32,Ideal,F,VVS1,62.1,54.0,4.41,4.45,2.76,863
7757,7757,1.53,Very Good,E,VS2,60.4,59.0,7.37,7.44,4.47,14245
7677,7677,1.63,Ideal,F,SI2,61.9,56.0,7.54,7.56,4.68,11314
2741,2741,1.5,Premium,G,VS1,60.9,59.0,7.32,7.37,4.46,11825
1041,1041,1.2,Very Good,E,SI1,62.8,58.0,6.7,6.8,4.21,6774
4075,4075,0.7,Ideal,I,VS1,61.9,55.0,5.72,5.74,3.54,2441
9141,9141,0.32,Premium,G,VS2,62.3,58.0,4.36,4.4,2.73,561
6118,6118,0.5,Ideal,E,SI1,61.5,56.0,5.12,5.14,3.16,1445
6902,6902,0.35,Very Good,E,SI1,62.9,59.0,4.46,4.51,2.82,614
471,471,1.02,Ideal,H,VS2,61.2,57.0,6.47,6.5,3.97,5938
2921,2921,1.62,Very Good,H,SI2,63.1,58.0,7.39,7.44,4.68,9596
1905,1905,0.9,Good,E,SI2,63.8,61.0,6.05,6.01,3.85,3205
8877,8877,1.05,Premium,H,VS2,62.8,60.0,6.46,6.41,4.05,5638
801,801,0.58,Premium,F,VS2,61.9,58.0,5.37,5.33,3.31,1989
1487,1487,2.33,Very Good,I,VS2,61.6,58.0,8.47,8.56,5.21,16874
8441,8441,1.0,Good,G,SI1,63.6,62.0,6.3,6.36,4.02,4861
227,227,0.41,Premium,F,VVS2,62.8,58.0,4.73,4.71,2.96,1115
7890,7890,0.34,Premium,G,VS1,60.7,58.0,4.53,4.49,2.73,880
1128,1128,0.7,Good,I,VS2,63.3,59.0,5.6,5.64,3.56,2184
5070,5070,0.58,Ideal,G,VS1,61.6,56.0,5.37,5.41,3.32,2131
9962,9962,2.09,Premium,F,SI2,61.6,59.0,8.29,8.22,5.07,15818
2208,2208,0.33,Ideal,H,IF,62.0,54.0,4.46,4.48,2.77,956
7993,7993,1.51,Very Good,H,VS1,60.1,58.0,7.43,7.48,4.48,10663
8902,8902,2.01,Very Good,G,SI1,60.0,56.0,8.19,8.23,4.88,18115
6559,6559,0.42,Very Good,E,VVS2,60.5,61.0,4.82,4.86,2.93,1146
9922,9922,1.22,Ideal,G,VS2,61.1,57.0,6.9,6.94,4.21,8515
3153,3153,1.05,Very Good,H,SI1,62.5,57.0,6.49,6.46,4.05,5067
4441,4441,0.31,Ideal,E,VS2,61.9,55.0,4.33,4.36,2.69,594
7505,7505,0.51,Very Good,F,SI1,63.3,56.0,5.08,5.06,3.21,1227
9807,9807,0.41,Ideal,F,VVS1,60.7,59.0,4.76,4.79,2.9,1168
6215,6215,0.32,Ideal,H,VS2,61.6,56.0,4.38,4.42,2.72,457
9599,9599,1.33,Premium,E,SI1,62.1,58.0,7.01,6.98,4.35,8888
2144,2144,0.52,Ideal,F,VS2,61.2,57.0,5.2,5.2,3.18,1550
7411,7411,1.03,Ideal,F,SI1,61.2,56.0,6.5,6.53,3.98,5311
8930,8930,0.41,Premium,I,SI1,62.6,58.0,4.77,4.74,2.97,876
2374,2374,0.72,Ideal,G,SI1,62.5,55.0,5.7,5.73,3.58,2187
2577,2577,0.32,Very Good,H,VS1,62.1,55.0,4.4,4.43,2.74,505
1632,1632,0.53,Ideal,H,VS1,62.4,54.0,5.19,5.23,3.26,1720
4832,4832,0.73,Very Good,D,SI1,60.8,59.0,5.8,5.84,3.54,3345
2298,2298,1.53,Premium,J,VS2,62.5,58.0,7.36,7.41,4.6,7730
5033,5033,1.63,Ideal,G,VVS2,61.9,57.0,7.54,7.61,4.67,16407
156,156,0.28,Good,F,VVS1,58.5,61.0,4.28,4.32,2.53,482
8046,8046,0.5,Ideal,D,SI1,60.7,59.0,5.08,5.12,3.09,1190
6706,6706,0.91,Very Good,G,SI1,60.5,56.0,6.32,6.37,3.84,4172
3349,3349,1.54,Very Good,D,VS2,59.7,59.0,7.4,7.5,4.46,13372
2879,2879,0.31,Ideal,G,VVS2,62.0,56.0,4.38,4.41,2.72,907
3413,3413,0.3,Ideal,D,VS1,62.9,56.0,4.3,4.27,2.7,739
7768,7768,0.56,Ideal,F,VS1,61.8,56.0,5.25,5.32,3.28,1723
4189,4189,0.34,Ideal,H,VS1,61.1,56.0,4.49,4.46,2.73,765
9611,9611,0.5,Ideal,D,VS2,62.6,56.0,5.07,5.03,3.16,1822
9735,9735,1.0,Good,F,SI2,64.0,56.0,6.27,6.31,4.02,4252
7251,7251,1.56,Ideal,H,VS2,61.4,56.0,7.49,7.44,4.58,11093
7613,7613,0.57,Ideal,H,VS1,61.9,55.0,5.36,5.4,3.32,1715
6919,6919,1.07,Ideal,F,VS1,62.0,54.0,6.59,6.62,4.09,9229
9682,9682,0.59,Ideal,E,SI2,62.4,56.0,5.4,5.37,3.36,1340
9672,9672,0.35,Ideal,G,VS2,62.1,55.0,4.55,4.58,2.83,607
4794,4794,0.31,Very Good,H,VVS2,62.0,57.0,4.34,4.31,2.68,575
5654,5654,0.7,Very Good,G,VS2,62.8,56.0,5.62,5.65,3.54,2484
2495,2495,1.01,Premium,F,SI2,62.6,59.0,6.39,6.36,3.99,4158
7304,7304,0.7,Premium,H,SI1,63.0,61.0,5.66,5.61,3.56,2214
2372,2372,0.71,Premium,G,SI1,61.8,56.0,5.75,5.71,3.54,2317
4091,4091,1.2,Very Good,H,SI1,62.9,55.0,6.73,6.81,4.26,5526
9472,9472,0.24,Very Good,E,VVS1,61.3,60.0,4.01,4.05,2.48,485
3461,3461,0.51,Ideal,G,VVS2,61.4,57.0,5.15,5.15,3.16,1721
7006,7006,0.32,Ideal,G,VS2,61.6,56.0,4.43,4.4,2.72,720
5391,5391,0.42,Ideal,G,VS2,62.0,56.0,4.77,4.81,2.97,847
7172,7172,0.32,Ideal,G,VS1,62.1,54.0,4.44,4.41,2.75,828
5696,5696,0.31,Ideal,D,SI1,61.4,56.0,4.34,4.39,2.68,571
5664,5664,0.43,Good,D,SI1,63.8,55.0,4.8,4.82,3.06,1318
4503,4503,0.32,Ideal,G,VS2,61.7,57.0,4.39,4.36,2.7,720
2550,2550,0.71,Ideal,E,SI1,61.9,57.0,5.74,5.72,3.55,2729
4715,4715,1.01,Good,G,VS1,64.2,55.0,6.31,6.33,4.06,6479
847,847,0.33,Premium,E,VVS1,60.8,59.0,4.47,4.42,2.7,1052
3344,3344,0.71,Ideal,I,SI2,61.6,56.0,5.77,5.73,3.53,2479
938,938,1.02,Ideal,G,SI2,60.1,57.0,6.56,6.53,3.91,3604
4825,4825,0.28,Very Good,G,IF,62.1,56.0,4.21,4.24,2.62,863
9694,9694,1.09,Premium,F,VS2,62.0,58.0,6.64,6.58,4.09,6937
8864,8864,1.27,Very Good,H,SI1,63.4,60.0,6.85,6.79,4.32,6976
8611,8611,2.17,Ideal,I,SI2,61.2,57.0,8.38,8.34,5.11,15092
5354,5354,0.9,Fair,G,VS2,64.4,61.0,6.04,6.0,3.87,3850
5477,5477,2.24,Premium,E,SI2,61.9,57.0,8.38,8.33,5.18,16779
9724,9724,0.3,Ideal,H,VS1,62.8,55.0,4.23,4.27,2.66,526
756,756,0.35,Ideal,H,VVS1,62.3,57.0,4.52,4.49,2.81,816
4750,4750,0.57,Ideal,J,VS1,60.7,57.0,5.36,5.34,3.25,1547
2644,2644,1.02,Very Good,G,VS1,59.9,60.0,6.54,6.57,3.92,6239
4162,4162,1.51,Very Good,E,SI1,61.5,58.0,7.36,7.33,4.51,10809
8649,8649,0.59,Ideal,G,VS2,61.0,57.0,5.46,5.42,3.32,1642
3165,3165,0.53,Premium,E,SI1,61.6,58.0,5.17,5.18,3.19,1395
6497,6497,0.52,Very Good,G,SI1,62.3,58.0,5.12,5.16,3.2,1098
5987,5987,0.76,Ideal,E,SI1,61.1,56.0,5.89,5.92,3.61,3228
3873,3873,1.06,Premium,F,VS2,62.3,60.0,6.47,6.51,4.04,6352
7751,7751,0.38,Premium,E,SI2,61.5,58.0,4.63,4.67,2.86,641
6523,6523,1.54,Ideal,H,SI2,61.7,58.0,7.32,7.39,4.54,7990
3418,3418,0.32,Very Good,G,VS2,62.9,54.0,4.41,4.38,2.76,586
9905,9905,0.46,Fair,G,VS1,57.6,66.0,5.1,5.05,2.94,1031
2061,2061,1.02,Premium,D,SI1,62.4,60.0,6.44,6.39,4.0,5758
549,549,0.31,Ideal,G,IF,62.1,54.0,4.38,4.4,2.73,863
4453,4453,0.31,Ideal,G,VVS1,62.1,55.0,4.36,4.38,2.71,1074
2812,2812,0.7,Good,I,SI1,64.2,58.0,5.52,5.57,3.57,2028
8778,8778,0.51,Ideal,E,VVS2,61.6,56.0,5.11,5.15,3.16,2237
9895,9895,0.25,Ideal,F,VS2,62.3,54.0,4.02,4.05,2.51,453
2549,2549,0.4,Ideal,G,VS1,61.8,55.0,4.76,4.79,2.95,1104
6069,6069,1.12,Ideal,H,SI2,62.0,55.0,6.68,6.7,4.13,5167
3169,3169,0.59,Ideal,F,VVS2,62.9,53.0,5.38,5.41,3.39,2389
7054,7054,0.56,Ideal,G,VS2,61.8,56.0,5.33,5.3,3.28,1636
4828,4828,1.03,Ideal,H,VVS1,62.3,59.0,6.45,6.46,4.02,7697
9571,9571,0.9,Very Good,E,SI2,62.8,63.0,6.11,6.14,3.84,3422
1259,1259,0.23,Very Good,E,VVS2,61.3,55.0,3.97,4.0,2.43,530
8713,8713,0.67,Ideal,G,VS2,61.9,55.0,5.61,5.65,3.48,2294
3661,3661,2.0,Premium,H,VS1,58.5,60.0,8.39,8.27,4.82,17096
7922,7922,0.32,Ideal,G,VS2,62.2,55.0,4.41,4.38,2.73,561
1024,1024,0.81,Very Good,H,SI1,63.1,58.0,5.92,5.95,3.75,2612
4965,4965,0.53,Good,H,VS2,63.8,56.0,5.15,5.12,3.27,1421
752,752,2.0,Premium,H,SI1,58.5,62.0,8.15,8.1,4.8,15185
3942,3942,1.14,Premium,J,SI1,62.7,58.0,6.66,6.62,4.16,5335
3710,3710,0.71,Premium,E,SI1,62.1,59.0,5.67,5.65,3.52,2964
9961,9961,2.25,Premium,H,SI1,62.1,60.0,8.39,8.35,5.19,17452
1951,1951,1.06,Ideal,G,VS1,60.9,57.0,6.58,6.61,4.03,8049
6314,6314,0.71,Very Good,H,VS2,60.0,57.0,5.81,5.85,3.49,2862
351,351,0.71,Premium,F,SI2,59.6,62.0,5.83,5.8,3.46,2162
1511,1511,1.52,Premium,I,VS2,59.3,61.0,7.49,7.45,4.41,9471
4829,4829,2.05,Ideal,I,SI1,61.5,56.0,8.12,8.17,5.01,16575
9617,9617,0.5,Ideal,G,VVS2,61.1,57.0,5.13,5.1,3.12,1935
3746,3746,1.14,Premium,G,VS1,62.0,58.0,6.64,6.68,4.13,8124
5799,5799,0.54,Ideal,E,VS1,61.6,55.0,5.26,5.25,3.24,1915
701,701,1.26,Ideal,I,VS1,61.8,56.0,6.94,7.0,4.32,7500
3693,3693,0.4,Ideal,F,SI1,60.4,58.0,4.76,4.78,2.88,660
4614,4614,0.3,Ideal,D,VS2,62.3,56.0,4.31,4.28,2.68,740
7213,7213,0.72,Very Good,E,SI1,63.2,56.0,5.73,5.76,3.62,2421
561,561,0.7,Ideal,E,VS1,61.5,57.0,5.72,5.75,3.52,3572
2318,2318,0.24,Very Good,D,VVS2,58.5,59.0,4.04,4.1,2.38,552
3098,3098,0.58,Very Good,G,VS2,61.1,55.0,5.42,5.46,3.32,1561
4838,4838,0.7,Premium,G,SI2,60.3,58.0,5.79,5.86,3.49,2274
3150,3150,1.75,Premium,I,VS1,61.3,59.0,7.76,7.68,4.75,11722
5608,5608,1.23,Premium,H,VS1,58.3,62.0,7.01,6.99,4.08,6290
4299,4299,2.01,Ideal,I,SI1,62.7,57.0,7.93,8.03,5.0,16130
